Model,Term,Coefficient,Hazard_Ratio,P_Value,CI_Lower,CI_Upper,HR_CI_Lower,HR_CI_Upper,Significance
CARG,C(adv_id)[T.p1]:prompt_to_prompt_drift,-3.816006231159173,0.02201555057154915,0.6420873231916593,-19.90791388852948,12.275901426211137,2.2599709255869974e-09,214464.91257074368,ns
CARG,C(adv_id)[T.p2]:prompt_to_prompt_drift,4.50088662006007,90.09697768635597,0.537825441832442,-9.817420221507112,18.81919346162725,5.449398542784992e-05,148960758.22832334,ns
CARG,C(adv_id)[T.p3]:prompt_to_prompt_drift,-6.380217861394463,0.0016947536949975205,0.4247127727136155,-22.045304678936624,9.284868956147696,2.665912101422398e-10,10773.761389864621,ns
CARG,C(adv_id)[T.p4]:prompt_to_prompt_drift,-7.64801408484173,0.0004769904516212837,0.36158428607406434,-24.077920851783894,8.781892682100434,3.492141544709608e-11,6515.19670737733,ns
CARG,C(adv_id)[T.p5]:prompt_to_prompt_drift,7.042252077689679,1143.9609968428222,0.31119468837995545,-6.586966563539392,20.67147071891875,0.0013782143547193008,949523387.1396977,ns
CARG,C(adv_id)[T.p6]:prompt_to_prompt_drift,-2.363135977100266,0.09412458733448532,0.7578614869470072,-17.386839959434074,12.660568005233543,2.8118448116049017e-08,315075.6366184555,ns
CARG,C(adv_id)[T.p7]:prompt_to_prompt_drift,-2.574646952579189,0.07618071345589358,0.751110670100844,-18.484514343050854,13.335220437892476,9.381610973953273e-09,618603.8963629566,ns
CARG,C(adv_id)[T.p8]:prompt_to_prompt_drift,9.279508531871045,10716.1639689838,0.1537913860441698,-3.472316283261991,22.03133334700408,0.031045038213416153,3699018484.7161827,ns
CARG,C(base_id)[T.Humanities]:context_to_prompt_drift,-0.5126547811261118,0.598903508717199,0.8363764939396434,-5.377721218083196,4.352411655830973,0.004618334124232723,77.66553980400087,ns
CARG,C(base_id)[T.Legal]:context_to_prompt_drift,-1.1793557385626638,0.3074767702281458,0.64428978094953,-6.185740996180205,3.8270295190548778,0.0020585755906896625,45.92591336335556,ns
CARG,C(base_id)[T.Medical]:context_to_prompt_drift,1.681038843082449,5.371132838069349,0.49198468890985314,-3.113764044685869,6.475841730850767,0.04443339090918262,649.2655044750353,ns
CARG,C(base_id)[T.STEM]:context_to_prompt_drift,0.4681832163543724,1.5970899888883143,0.8324858221132214,-3.870158886396405,4.80652531910515,0.020855055577331506,122.30590434770967,ns
mistral_large,C(adv_id)[T.p1]:prompt_to_prompt_drift,4.886041437899811,132.42830940423818,0.6004558159687217,-13.398548804293965,23.170631680093585,1.517344478968102e-06,11557861365.529318,ns
mistral_large,C(adv_id)[T.p2]:prompt_to_prompt_drift,11.891525536980357,146023.89285313856,0.1927899686042131,-6.004282602401226,29.78733367636194,0.0024681593652323103,8639222241622.923,ns
mistral_large,C(adv_id)[T.p3]:prompt_to_prompt_drift,-9.334981873499196,8.828133330966572e-05,0.3901302578845436,-30.624985681360762,11.955021934362371,5.0088463571940296e-14,155596.58362725837,ns
mistral_large,C(adv_id)[T.p4]:prompt_to_prompt_drift,-1.2139448843572687,0.2970232428886179,0.9038061864838919,-20.90113805363944,18.473248284924903,8.370493775927151e-10,105397374.60864307,ns
mistral_large,C(adv_id)[T.p5]:prompt_to_prompt_drift,-4.272386092565315,0.013948461095073765,0.6750994963567896,-24.24979539744037,15.705023212309737,2.9406793482587156e-11,6616143.546422099,ns
mistral_large,C(adv_id)[T.p6]:prompt_to_prompt_drift,6.067544514770422,431.6195438888723,0.4801348349892788,-10.774842293429952,22.909931322970795,2.0919218136673625e-05,8905468141.767801,ns
mistral_large,C(adv_id)[T.p7]:prompt_to_prompt_drift,1.6172158345121206,5.0390412434448155,0.8615557835383034,-16.558201500336775,19.792633169361014,6.439682538360618e-08,394304167.97536767,ns
mistral_large,C(adv_id)[T.p8]:prompt_to_prompt_drift,6.368823488074304,583.3710819525052,0.5209155844940666,-13.076557352587802,25.814204328736412,2.093742648406986e-06,162542335141.98544,ns
mistral_large,C(base_id)[T.Humanities]:context_to_prompt_drift,-1.9876707598188152,0.13701419302206053,0.37729095238990595,-6.4001392163014375,2.4247976966638065,0.001661325973416459,11.299943171827179,ns
mistral_large,C(base_id)[T.Legal]:context_to_prompt_drift,0.9794589546535329,2.66301504019176,0.6325241876887635,-3.0351716734995047,4.994089582806571,0.04806641043836448,147.5385625764823,ns
mistral_large,C(base_id)[T.Medical]:context_to_prompt_drift,-3.1026944759248996,0.04492798178861373,0.2004022188205798,-7.852099886359023,1.646710934509224,0.00038893439212012913,5.189881863094665,ns
mistral_large,C(base_id)[T.STEM]:context_to_prompt_drift,-1.489857015317404,0.22540488268099576,0.5104555196244818,-5.926780483076834,2.9470664524420256,0.002667054809294555,19.04998763406448,ns
gpt_default,C(adv_id)[T.p1]:prompt_to_prompt_drift,2.9744392088602747,19.578640642209344,0.7437572744536738,-14.860121864347725,20.809000282068276,3.5182854631397363e-07,1089516963.341263,ns
gpt_default,C(adv_id)[T.p2]:prompt_to_prompt_drift,7.9314245611921566,2783.3890896678868,0.4169975852532396,-11.221506425503076,27.084355547887387,1.338325277576645e-05,578876821224.6927,ns
gpt_default,C(adv_id)[T.p3]:prompt_to_prompt_drift,-16.06637627639872,1.0530801799548405e-07,0.1614417004580994,-38.555047379911855,6.422294827114417,1.8020036793287474e-17,615.413763098873,ns
gpt_default,C(adv_id)[T.p4]:prompt_to_prompt_drift,-8.609112693908958,0.00018243571493824722,0.4894400376133785,-33.0210883427287,15.80286295491079,4.5616666591738824e-15,7296190.75039054,ns
gpt_default,C(adv_id)[T.p5]:prompt_to_prompt_drift,11.72507741130401,123633.57274882746,0.1725314334027374,-5.121546659189992,28.571701481798012,0.00596678716837762,2561723734951.937,ns
gpt_default,C(adv_id)[T.p6]:prompt_to_prompt_drift,-1.479073505561021,0.22784869116756168,0.8930058692500354,-23.032190421258967,20.074043410136923,9.936805608606648e-11,522451863.42183554,ns
gpt_default,C(adv_id)[T.p7]:prompt_to_prompt_drift,4.240664228363005,69.45396981730082,0.6855916739135066,-16.289552142819428,24.77088059954544,8.424369200852129e-08,57260713631.76483,ns
gpt_default,C(adv_id)[T.p8]:prompt_to_prompt_drift,10.098878309646357,24315.719413890507,0.29844692785590227,-8.937489574595519,29.135246193888236,0.00013137042220905812,4500664614399.664,ns
gpt_default,C(base_id)[T.Humanities]:context_to_prompt_drift,-0.3263876234906897,0.7215254530046856,0.8964491198987803,-5.241612241456342,4.5888369944749625,0.005291718426908309,98.37994718055647,ns
gpt_default,C(base_id)[T.Legal]:context_to_prompt_drift,-1.35679220811701,0.25748541323421253,0.5876238740004017,-6.260626669158151,3.547042252924131,0.0019100484530465748,34.71050062769091,ns
gpt_default,C(base_id)[T.Medical]:context_to_prompt_drift,2.5049286282865113,12.24268515320156,0.30444381545071575,-2.2757987045181514,7.285655961091174,0.10271483685989916,1459.218009223532,ns
gpt_default,C(base_id)[T.STEM]:context_to_prompt_drift,0.6935989015359717,2.0009036460346215,0.7566047671222765,-3.6924706216837846,5.079668424755728,0.0249103818240107,160.72075606868557,ns
llama_4_scout,C(adv_id)[T.p1]:prompt_to_prompt_drift,3.1926251588453436,24.352272187869236,0.6648302201079346,-11.25024134351431,17.635491661204995,1.3004158805925678e-05,45603346.557244346,ns
llama_4_scout,C(adv_id)[T.p2]:prompt_to_prompt_drift,-0.6439771092811324,0.5251994891236939,0.9338892653519228,-15.859565644990292,14.571611426428026,1.295025007748862e-07,2129955.0334960036,ns
llama_4_scout,C(adv_id)[T.p3]:prompt_to_prompt_drift,1.7880234505112704,5.977625709108782,0.8079341023333566,-12.628169104529881,16.20421600555242,3.278353954972078e-06,10899374.99396785,ns
llama_4_scout,C(adv_id)[T.p4]:prompt_to_prompt_drift,6.049502400071227,423.9020439289139,0.43346583892537927,-9.087980525895702,21.186985326038158,0.00011301607125200032,1589976902.0145476,ns
llama_4_scout,C(adv_id)[T.p5]:prompt_to_prompt_drift,-7.793697854057192,0.00041232534246609927,0.35009314207948283,-24.141328247476974,8.553932539362588,3.2775879653533754e-11,5187.112896341626,ns
llama_4_scout,C(adv_id)[T.p6]:prompt_to_prompt_drift,-11.92417474049189,6.628216857842215e-06,0.18852012105265425,-29.697173536044545,5.848824055060765,1.2667222679844636e-13,346.82629195812456,ns
llama_4_scout,C(adv_id)[T.p7]:prompt_to_prompt_drift,1.1631928850787303,3.2001346437063236,0.8789716236745625,-13.808707859933547,16.135093630091006,1.0068258889380641e-06,10171432.668115841,ns
llama_4_scout,C(adv_id)[T.p8]:prompt_to_prompt_drift,-3.685407658789617,0.025086945724655797,0.6720092334755974,-20.745874494778505,13.375059177199269,9.776450026352898e-10,643745.7810303015,ns
llama_4_scout,C(base_id)[T.Humanities]:context_to_prompt_drift,-0.10844405009840279,0.8972290932921378,0.9521123954072003,-3.6476821640276116,3.430794063830806,0.026051441822871384,30.901170511916895,ns
llama_4_scout,C(base_id)[T.Legal]:context_to_prompt_drift,0.0020787541480428535,1.0020809162553506,0.9990539059961338,-3.4339507912507203,3.4381082995468057,0.03225923915798051,31.128017551980772,ns
llama_4_scout,C(base_id)[T.Medical]:context_to_prompt_drift,0.264342043924566,1.3025736575187534,0.8861944805573335,-3.3556735106685327,3.8843575985176644,0.03488586623748278,48.63568878329248,ns
llama_4_scout,C(base_id)[T.STEM]:context_to_prompt_drift,-0.8230296348422207,0.4390993266723889,0.6353892293551464,-4.2250979927636,2.5790387230791585,0.014623901602845645,13.184458150800673,ns
claude_35,C(adv_id)[T.p1]:prompt_to_prompt_drift,6.280333561218321,533.9667447213822,0.26335984316236055,-4.7249332804743345,17.285600402910976,0.00887130577949705,32139629.89837493,ns
claude_35,C(adv_id)[T.p2]:prompt_to_prompt_drift,-0.5619268910061979,0.5701094659838697,0.9322388491304717,-13.514741064565568,12.390887282553171,1.350897914759405e-06,240599.0857290649,ns
claude_35,C(adv_id)[T.p3]:prompt_to_prompt_drift,3.1844549556951547,24.154119752011827,0.561670117334728,-7.56988547075879,13.938795382149099,0.0005157515138595355,1131206.5700565686,ns
claude_35,C(adv_id)[T.p4]:prompt_to_prompt_drift,-0.44397530382246975,0.641481262766849,0.9435312023298829,-12.728981724447062,11.841031116802123,2.963967769886348e-06,138833.56447453203,ns
claude_35,C(adv_id)[T.p5]:prompt_to_prompt_drift,-8.437514125877167,0.00021658789186131968,0.2181605867547216,-21.866754987645805,4.991726735891472,3.187050695564276e-10,147.19036307210388,ns
claude_35,C(adv_id)[T.p6]:prompt_to_prompt_drift,3.014658721200822,20.382133763312762,0.6143488362120071,-8.711694289539054,14.741011731940699,0.0001646490548463215,2523132.4718707027,ns
claude_35,C(adv_id)[T.p7]:prompt_to_prompt_drift,8.261240252156862,3870.892006719563,0.15453136562117203,-3.1117007268270864,19.634181231140808,0.044525165765963035,336524405.2418482,ns
claude_35,C(adv_id)[T.p8]:prompt_to_prompt_drift,0.4749455568126408,1.6079266544506354,0.9402863226448951,-11.95164937384918,12.901540487474461,6.448587948420464e-06,400929.3424812629,ns
claude_35,C(base_id)[T.Humanities]:context_to_prompt_drift,-0.543830607574912,0.5805202425442458,0.6742289292677859,-3.079539947913217,1.991878732763393,0.04598040516530912,7.329290613948081,ns
claude_35,C(base_id)[T.Legal]:context_to_prompt_drift,-1.28286767316416,0.2772411224827662,0.3429149076086907,-3.9339825836709923,1.3682472373426724,0.01956559556079245,3.928459001244482,ns
claude_35,C(base_id)[T.Medical]:context_to_prompt_drift,0.21419508355326955,1.2388643132731405,0.8720144528418674,-2.391726886466845,2.8201170535733837,0.09147158636397283,16.7788145774,ns
claude_35,C(base_id)[T.STEM]:context_to_prompt_drift,-0.03823045415550697,0.9624911052558646,0.9751310534167066,-2.441873006252963,2.3654120979419493,0.0869977514335476,10.64842610793532,ns
llama_4_maverick,C(adv_id)[T.p1]:prompt_to_prompt_drift,-7.834375698945057,0.0003958893919648559,0.509516398909712,-31.114100045214094,15.445348647323982,3.071270306709272e-14,5103048.413808641,ns
llama_4_maverick,C(adv_id)[T.p2]:prompt_to_prompt_drift,-1.599602752240771,0.20197673686635353,0.8952708660964045,-25.41621323681848,22.21700773233694,9.159649182602235e-12,4453729768.675547,ns
llama_4_maverick,C(adv_id)[T.p3]:prompt_to_prompt_drift,-14.267061949574831,6.366397075868342e-07,0.2745815007214385,-39.86071835148404,11.326594452334373,4.8832614297768606e-18,82999.88094120333,ns
llama_4_maverick,C(adv_id)[T.p4]:prompt_to_prompt_drift,-0.04586807265473335,0.955167966652939,0.9967487509407744,-22.10798606056339,22.016249915253923,2.5039384427692536e-10,3643643265.889927,ns
llama_4_maverick,C(adv_id)[T.p5]:prompt_to_prompt_drift,2.439757255177685,11.470256059555703,0.8145457272025813,-17.94614545665131,22.82565996700668,1.6072671064729155e-08,8185744207.78712,ns
llama_4_maverick,C(adv_id)[T.p6]:prompt_to_prompt_drift,13.897452937665195,1085393.267343025,0.12367704639271528,-3.7953874617991,31.590293337129488,0.022474196237022452,52419162508374.0,ns
llama_4_maverick,C(adv_id)[T.p7]:prompt_to_prompt_drift,-1.7945161816576942,0.16620784730214774,0.8668992737711745,-22.780326624809533,19.191294261494143,1.2782913522518848e-10,216109171.48229757,ns
llama_4_maverick,C(adv_id)[T.p8]:prompt_to_prompt_drift,-4.9749745871867,0.006908694506587337,0.629133370711469,-25.16512189237498,15.215172718001579,1.1774064909622779e-11,4053830.189634927,ns
llama_4_maverick,C(base_id)[T.Humanities]:context_to_prompt_drift,-1.8561195911201565,0.15627787736868148,0.4975534528554989,-7.2190714970917895,3.506832314851477,0.0007324822151021839,33.342481839581026,ns
llama_4_maverick,C(base_id)[T.Legal]:context_to_prompt_drift,-2.7598090622431894,0.0633038543017105,0.3001394189419932,-7.980295967498771,2.4606778430123915,0.00034213814575723074,11.712748254313874,ns
llama_4_maverick,C(base_id)[T.Medical]:context_to_prompt_drift,0.422376146492878,1.5255822591887946,0.8576597047714953,-4.193310032856135,5.038062325841891,0.015096233054748982,154.1709922674671,ns
llama_4_maverick,C(base_id)[T.STEM]:context_to_prompt_drift,-1.2958333916778115,0.2736696952210663,0.6174599556042066,-6.380965258775795,3.7892984754201717,0.0016934875137530917,44.22536421092913,ns
qwen_max,C(adv_id)[T.p1]:prompt_to_prompt_drift,-13.457365966157202,1.4306724690428617e-06,0.3486015899748811,-41.59756264832487,14.682830716010464,8.598210657775655e-19,2380522.8728912165,ns
qwen_max,C(adv_id)[T.p2]:prompt_to_prompt_drift,10.937273422248882,56233.80807867088,0.31507037282212935,-10.400388193036878,32.27493503753465,3.042067162310194e-05,103950406164843.98,ns
qwen_max,C(adv_id)[T.p3]:prompt_to_prompt_drift,-12.920123827624542,2.448282431499409e-06,0.3496138845741247,-39.99372083008784,14.153473174838753,4.275114321083068e-18,1402088.087990616,ns
qwen_max,C(adv_id)[T.p4]:prompt_to_prompt_drift,12.587680581460209,292927.5481433525,0.24776355036455874,-8.75808054434869,33.93344170726911,0.00015718603082584326,545891692858806.3,ns
qwen_max,C(adv_id)[T.p5]:prompt_to_prompt_drift,8.512807320656563,4978.118665629444,0.42972343790345935,-12.6161471064229,29.641761747736027,3.3180041799298476e-06,7468846964988.523,ns
qwen_max,C(adv_id)[T.p6]:prompt_to_prompt_drift,-10.327649230575442,3.271590422457705e-05,0.42585027498353634,-35.74708457705823,15.09178611590735,2.9870220190877646e-16,3583269.1637090007,ns
qwen_max,C(adv_id)[T.p7]:prompt_to_prompt_drift,-8.8446041763461,0.0001441574898730678,0.5098034850724222,-35.144036603919965,17.45482825122776,5.459323516395609e-16,38065855.27326299,ns
qwen_max,C(adv_id)[T.p8]:prompt_to_prompt_drift,26.99606731356577,529959970650.51776,0.0020737394203151713,9.814073215290922,44.178061411840616,18289.33194994163,1.5356360268412865e+19,**
qwen_max,C(base_id)[T.Humanities]:context_to_prompt_drift,-0.0033049921109002183,0.9967004633637712,0.9989876426149419,-5.108644259910732,5.102034275688932,0.006044271832963303,164.35591269271552,ns
qwen_max,C(base_id)[T.Legal]:context_to_prompt_drift,0.6395580208139284,1.8956428594368275,0.7825968071293183,-3.903191847817908,5.182307889445765,0.02017740534651703,178.09335684254,ns
qwen_max,C(base_id)[T.Medical]:context_to_prompt_drift,-4.194885982074174,0.015072460894849492,0.14543388769499843,-9.842323085813632,1.4525511216652838,5.315368700320407e-05,4.274004123421823,ns
qwen_max,C(base_id)[T.STEM]:context_to_prompt_drift,1.4513010225692273,4.268664532934581,0.533975255131085,-3.1222198000792067,6.024821845217661,0.04405925704578002,413.56795635025014,ns
